trend_id,school_id,academic_year,num_applications,num_accepted,num_enrolled,acceptance_rate,enrollment_rate,country
NGA_SCH_001261_ADM_2021,NGA_SCH_001261,2021/2022,1606,796,,0.495658462,0.707160188,Nigeria
NGA_SCH_003405_ADM_2024,NGA_SCH_003405,2024/2025,1055,642,598,0.608800851,0.932713262,Nigeria
NGA_SCH_001710_ADM_2020,NGA_SCH_001710,2020/2021,1642,994,746,0.605507275,0.750720284,Nigeria
NGA_SCH_001507_ADM_2024,NGA_SCH_001507,2024/2025,556,467,416,0.840601293,0.89090912,Nigeria
NGA_SCH_001577_ADM_2024,NGA_SCH_001577,2024/2025,1191,675,581,0.567074511,0.860995856,Nigeria
NGA_SCH_007904_ADM_2022,NGA_SCH_007904,2022/2023,1254,734,639,0.585384396,0.870622988,Nigeria
NGA_SCH_008228_ADM_2019,NGA_SCH_008228,2019/2020,,137,117,0.718572073,0.858184027,Nigeria
NGA_SCH_000710_ADM_2021,NGA_SCH_000710,2021/2022,157,131,122,0.839940217,0.931332013,Nigeria
NGA_SCH_009975_ADM_2021,NGA_SCH_009975,2021/2022,1394,784,653,0.562575801,0.833246764,Nigeria
NGA_SCH_006019_ADM_2020,NGA_SCH_006019,2020/2021,1884,1040,741,0.552155068,0.712980635,Nigeria
NGA_SCH_006346_ADM_2021,NGA_SCH_006346,2021/2022,59,33,25,0.5601332,0.769356211,
NGA_SCH_002270_ADM_2022,NGA_SCH_002270,2022/2023,986,630,446,0.639008899,0.70810816,Nigeria
NGA_SCH_002037_ADM_2021,NGA_SCH_002037,2021/2022,342,159,116,0.466526594,0.732168802,Nigeria
NGA_SCH_003822_ADM_2024,NGA_SCH_003822,2024/2025,1584,889,723,0.561545004,0.813412198,Nigeria
NGA_SCH_006223_ADM_2023,NGA_SCH_006223,2023/2024,1182,1038,925,0.878719595,0.891478561,Nigeria
NGA_SCH_001733_ADM_2018,NGA_SCH_001733,2018/2019,890,540,444,0.607590467,0.822886096,Nigeria
NGA_SCH_009049_ADM_2021,NGA_SCH_009049,2021/2022,777,640,550,0.824769483,0.860193016,Nigeria
NGA_SCH_008455_ADM_2022,NGA_SCH_008455,2022/2023,451,411,325,0.9126113,0.792702474,Nigeria
NGA_SCH_002140_ADM_2019,NGA_SCH_002140,2019/2020,1048,651,535,0.621666179,0.822197248,Nigeria
NGA_SCH_008994_ADM_2024,NGA_SCH_008994,2024/2025,202,127,100,0.632415708,0.789474943,Nigeria
NGA_SCH_006916_ADM_2014,NGA_SCH_006916,2014/2015,1203,742,610,0.617278581,0.822883598,Nigeria
NGA_SCH_008124_ADM_2016,NGA_SCH_008124,2016/2017,1022,453,427,0.444208984,0.942730704,Nigeria
NGA_SCH_006260_ADM_2023,NGA_SCH_006260,2023/2024,542,245,180,0.453278321,0.734856287,Nigeria
NGA_SCH_011057_ADM_2016,NGA_SCH_011057,2016/2017,1470,752,600,0.512184158,,Nigeria
NGA_SCH_007704_ADM_2024,NGA_SCH_007704,2024/2025,1442,1269,941,0.880144462,0.742027632,Nigeria
NGA_SCH_004183_ADM_2023,NGA_SCH_004183,2023/2024,822,338,,0.412316202,0.764590204,Nigeria
NGA_SCH_001008_ADM_2024,NGA_SCH_001008,2024/2025,253,160,140,0.633440682,0.877632293,Nigeria
NGA_SCH_010754_ADM_2018,NGA_SCH_010754,2018/2019,1334,713,669,0.534889129,0.939152059,Nigeria
NGA_SCH_007261_ADM_2023,NGA_SCH_007261,2023/2024,987,495,442,0.502280152,0.893711983,Nigeria
NGA_SCH_000315_ADM_2018,NGA_SCH_000315,2018/2019,570,381,278,0.669747003,0.729936697,Nigeria
NGA_SCH_007000_ADM_2021,NGA_SCH_007000,2021/2022,1532,1431,1013,0.93452449,0.708305293,Nigeria
NGA_SCH_006924_ADM_2022,NGA_SCH_006924,2022/2023,830,755,647,0.910750825,0.857145577,Nigeria
NGA_SCH_001159_ADM_2014,NGA_SCH_001159,2014/2015,1162,1102,922,0.949111684,,Nigeria
NGA_SCH_000135_ADM_2021,NGA_SCH_000135,2021/2022,268,118,110,0.441570988,0.937855805,Nigeria
NGA_SCH_001634_ADM_2019,NGA_SCH_001634,2019/2020,1548,932,770,0.602276873,0.826536563,Nigeria
NGA_SCH_006843_ADM_2022,NGA_SCH_006843,2022/2023,,722,603,0.508982568,0.836515156,Nigeria
NGA_SCH_004050_ADM_2015,NGA_SCH_004050,2015/2016,52,32,24,0.620173445,0.772899531,Nigeria
NGA_SCH_000919_ADM_2024,NGA_SCH_000919,2024/2025,96,66,60,0.69057797,0.910014755,Nigeria
NGA_SCH_004284_ADM_2017,NGA_SCH_004284,2017/2018,1113,501,425,0.450941301,0.849968333,Nigeria
NGA_SCH_002550_ADM_2020,NGA_SCH_002550,2020/2021,122,61,51,0.501155678,0.846014579,Nigeria
NGA_SCH_004076_ADM_2015,NGA_SCH_004076,2015/2016,1340,547,408,0.408616726,0.746991851,Nigeria
NGA_SCH_001232_ADM_2023,NGA_SCH_001232,2023/2024,370,238,182,0.644791878,0.766149864,Nigeria
NGA_SCH_010127_ADM_2023,NGA_SCH_010127,2023/2024,385,357,288,0.929417725,0.807509176,Nigeria
NGA_SCH_009508_ADM_2017,NGA_SCH_009508,2017/2018,635,,282,0.583016243,0.763779683,Nigeria
NGA_SCH_000828_ADM_2016,NGA_SCH_000828,2016/2017,99,66,48,0.67466758,0.732038746,Nigeria
NGA_SCH_010612_ADM_2019,NGA_SCH_010612,2019/2020,1634,1284,1037,0.785901212,0.80797533,Nigeria
NGA_SCH_007056_ADM_2021,NGA_SCH_007056,2021/2022,1484,1297,1210,0.874639524,0.933649308,Nigeria
NGA_SCH_004548_ADM_2024,NGA_SCH_004548,2024/2025,163,149,130,0.9160522,0.876351009,Nigeria
NGA_SCH_004917_ADM_2017,NGA_SCH_004917,2017/2018,119,98,72,0.827151836,0.742310791,Nigeria
NGA_SCH_009516_ADM_2016,NGA_SCH_009516,2016/2017,1054,733,563,0.695824809,0.768281458,Nigeria
NGA_SCH_001916_ADM_2015,NGA_SCH_001916,2015/2016,1998,1324,1032,0.66283867,0.779549603,Nigeria
NGA_SCH_005249_ADM_2017,NGA_SCH_005249,2017/2018,450,419,370,0.931212074,0.884243127,Nigeria
NGA_SCH_008049_ADM_2018,NGA_SCH_008049,2018/2019,1528,865,711,0.56637278,0.822673579,Nigeria
NGA_SCH_010310_ADM_2016,NGA_SCH_010310,2016/2017,1667,1361,1147,0.816640278,0.843400844,Nigeria
NGA_SCH_011250_ADM_2022,NGA_SCH_011250,2022/2023,789,390,359,0.494410899,0.923069821,Nigeria
NGA_SCH_006057_ADM_2022,NGA_SCH_006057,2022/2023,66,62,44,0.948102474,0.713647478,Nigeria
NGA_SCH_006650_ADM_2016,NGA_SCH_006650,2016/2017,182,133,118,0.732814476,0.892781037,Nigeria
NGA_SCH_011440_ADM_2023,NGA_SCH_011440,2023/2024,1825,741,654,0.406544865,0.883286706,Nigeria
NGA_SCH_011200_ADM_2024,NGA_SCH_011200,2024/2025,516,316,277,0.612430554,0.87817025,Nigeria
NGA_SCH_000377_ADM_2018,NGA_SCH_000377,2018/2019,1809,1292,986,0.714505824,0.763410619,Nigeria
NGA_SCH_007696_ADM_2022,NGA_SCH_007696,2022/2023,380,294,226,0.775973105,0.771462049,Nigeria
NGA_SCH_009015_ADM_2020,NGA_SCH_009015,2020/2021,481,433,387,0.90036425,0.894205645,Nigeria
NGA_SCH_000095_ADM_2024,NGA_SCH_000095,2024/2025,442,368,318,0.833646039,0.866246226,Nigeria
NGA_SCH_007842_ADM_2024,NGA_SCH_007842,2024/2025,1362,713,639,0.523716048,0.896784374,Nigeria
NGA_SCH_008480_ADM_2021,NGA_SCH_008480,2021/2022,725,343,314,0.474148651,0.916510678,Nigeria
NGA_SCH_007616_ADM_2017,NGA_SCH_007616,2017/2018,709,650,583,0.917399557,0.897791499,Nigeria
NGA_SCH_003466_ADM_2023,NGA_SCH_003466,2023/2024,356,305,253,0.859071665,0.832496087,Nigeria
NGA_SCH_006645_ADM_2022,NGA_SCH_006645,2022/2023,1658,907,647,0.547136037,0.71367815,Nigeria
NGA_SCH_009106_ADM_2024,NGA_SCH_009106,2024/2025,302,136,128,0.452725375,0.946386262,Nigeria
NGA_SCH_010747_ADM_2016,NGA_SCH_010747,2016/2017,1605,1275,1201,0.794543103,0.942435373,Nigeria
NGA_SCH_006733_ADM_2024,NGA_SCH_006733,2024/2025,1109,1001,721,0.90343366,0.72065534,Nigeria
NGA_SCH_010575_ADM_2022,NGA_SCH_010575,2022/2023,1094,894,706,0.817286235,0.789885313,Nigeria
NGA_SCH_009506_ADM_2024,NGA_SCH_009506,2024/2025,1007,490,446,0.487151711,0.910987686,Nigeria
NGA_SCH_008600_ADM_2016,NGA_SCH_008600,2016/2017,,63,44,0.835955842,0.701048882,Nigeria
NGA_SCH_002830_ADM_2023,NGA_SCH_002830,2023/2024,264,162,115,0.615326331,0.715422589,Nigeria
NGA_SCH_010761_ADM_2017,NGA_SCH_010761,2017/2018,98,54,48,0.556778203,0.892151222,Nigeria
NGA_SCH_007018_ADM_2020,NGA_SCH_007018,2020/2021,1447,1059,922,0.731994983,0.871510664,Nigeria
NGA_SCH_006886_ADM_2023,NGA_SCH_006886,2023/2024,575,463,362,0.806118923,0.78321838,Nigeria
NGA_SCH_011037_ADM_2020,NGA_SCH_011037,2020/2021,1579,961,797,0.608716742,0.829360203,Nigeria
NGA_SCH_000539_ADM_2015,NGA_SCH_000539,2015/2016,,234,174,0.468959676,0.747398873,Nigeria
NGA_SCH_011416_ADM_2020,NGA_SCH_011416,2020/2021,1432,1176,1079,0.821440812,0.918167985,Nigeria
NGA_SCH_005806_ADM_2020,NGA_SCH_005806,2020/2021,1179,493,426,0.418996213,0.866098566,Nigeria
NGA_SCH_005557_ADM_2023,NGA_SCH_005557,2023/2024,1650,1299,1232,0.787413846,0.948867636,Nigeria
NGA_SCH_007342_ADM_2020,NGA_SCH_007342,2020/2021,1027,771,612,0.751311807,0.794005549,Nigeria
NGA_SCH_004140_ADM_2021,NGA_SCH_004140,2021/2022,1729,970,857,0.561578715,0.883703409,Nigeria
NGA_SCH_000352_ADM_2024,NGA_SCH_000352,2024/2025,1474,971,779,0.659096051,0.802787233,Nigeria
NGA_SCH_001751_ADM_2020,NGA_SCH_001751,2020/2021,1132,473,357,0.418100522,0.755837445,Nigeria
NGA_SCH_011605_ADM_2017,NGA_SCH_011605,2017/2018,394,311,238,0.790817757,0.767509373,Nigeria
NGA_SCH_006220_ADM_2018,NGA_SCH_006220,2018/2019,1382,,732,0.577979948,0.917758209,Nigeria
NGA_SCH_004977_ADM_2023,NGA_SCH_004977,2023/2024,364,283,207,0.779421509,0.731449577,Nigeria
NGA_SCH_001680_ADM_2024,NGA_SCH_001680,2024/2025,894,843,691,0.943317026,0.820403209,Nigeria
NGA_SCH_003607_ADM_2019,NGA_SCH_003607,2019/2020,1618,1195,893,0.738664364,0.748102138,Nigeria
NGA_SCH_001572_ADM_2021,NGA_SCH_001572,2021/2022,346,301,228,0.870014494,0.758080015,Nigeria
NGA_SCH_008554_ADM_2019,NGA_SCH_008554,2019/2020,359,224,202,0.625075777,0.903074605,Nigeria
NGA_SCH_007058_ADM_2023,NGA_SCH_007058,2023/2024,1402,1248,962,0.890446197,0.771061167,Nigeria
NGA_SCH_004529_ADM_2023,NGA_SCH_004529,2023/2024,270,155,115,0.575187535,0.742674628,Nigeria
NGA_SCH_002938_ADM_2019,NGA_SCH_002938,2019/2020,1356,1012,859,0.747031163,0.849137632,Nigeria
NGA_SCH_004974_ADM_2014,NGA_SCH_004974,2014/2015,903,707,646,0.783101279,0.914199822,Nigeria
NGA_SCH_011336_ADM_2019,NGA_SCH_011336,2019/2020,621,249,236,0.401401898,0.948967913,Nigeria
NGA_SCH_007579_ADM_2018,NGA_SCH_007579,2018/2019,442,386,296,0.874026967,0.768540095,Nigeria
NGA_SCH_011560_ADM_2022,NGA_SCH_011560,2022/2023,1044,655,476,0.627888853,0.727424392,Nigeria
NGA_SCH_007594_ADM_2018,NGA_SCH_007594,2018/2019,944,560,522,0.593898586,0.933810459,Nigeria
NGA_SCH_003963_ADM_2020,NGA_SCH_003963,2020/2021,104,60,51,0.577187688,0.864024433,Nigeria
NGA_SCH_004749_ADM_2021,NGA_SCH_004749,2021/2022,535,236,169,0.442597502,0.718967843,Nigeria
NGA_SCH_011056_ADM_2023,NGA_SCH_011056,2023/2024,224,108,101,0.48377191,0.941059683,Nigeria
NGA_SCH_011552_ADM_2016,NGA_SCH_011552,2016/2017,1778,728,582,0.409571509,0.799721451,Nigeria
NGA_SCH_006861_ADM_2021,NGA_SCH_006861,2021/2022,,764,535,0.8787847,0.700850207,Nigeria
NGA_SCH_001718_ADM_2019,NGA_SCH_001718,2019/2020,1010,668,576,0.662254139,0.862796981,Nigeria
NGA_SCH_010497_ADM_2021,NGA_SCH_010497,2021/2022,461,313,279,,0.893790968,Nigeria
NGA_SCH_005749_ADM_2022,NGA_SCH_005749,2022/2023,1080,585,516,0.542152282,0.882410935,Nigeria
NGA_SCH_003738_ADM_2015,NGA_SCH_003738,2015/2016,723,303,216,0.419573258,0.715497959,Nigeria
NGA_SCH_003364_ADM_2020,NGA_SCH_003364,2020/2021,445,232,203,0.521662713,0.878585063,Nigeria
NGA_SCH_001405_ADM_2024,NGA_SCH_001405,2024/2025,1495,1337,1104,0.894338457,0.826121547,
NGA_SCH_010261_ADM_2024,NGA_SCH_010261,2024/2025,731,473,367,0.647403192,0.77653994,Nigeria
NGA_SCH_009287_ADM_2019,NGA_SCH_009287,2019/2020,1076,599,543,0.557241282,0.908064353,Nigeria
NGA_SCH_010132_ADM_2022,NGA_SCH_010132,2022/2023,1680,772,550,0.459642703,0.713268931,Nigeria
NGA_SCH_004959_ADM_2016,NGA_SCH_004959,2016/2017,1175,753,646,0.641698779,0.859215762,Nigeria
NGA_SCH_001371_ADM_2023,NGA_SCH_001371,2023/2024,166,104,80,0.629854837,0.778425181,Nigeria
NGA_SCH_009429_ADM_2023,NGA_SCH_009429,2023/2024,1311,891,689,0.680294102,0.773731089,Nigeria
NGA_SCH_004860_ADM_2020,NGA_SCH_004860,2020/2021,1683,1565,1309,0.930175904,0.836933426,Nigeria
NGA_SCH_011362_ADM_2017,NGA_SCH_011362,2017/2018,687,372,344,0.541833078,0.926952827,Nigeria
NGA_SCH_006496_ADM_2022,NGA_SCH_006496,2022/2023,1756,720,521,0.410129196,0.723953291,Nigeria
NGA_SCH_005656_ADM_2023,NGA_SCH_005656,2023/2024,1609,1046,754,0.650198212,0.720936239,Nigeria
NGA_SCH_011293_ADM_2022,NGA_SCH_011293,2022/2023,1341,822,672,0.613714789,0.818255818,Nigeria
NGA_SCH_006234_ADM_2021,NGA_SCH_006234,2021/2022,439,227,177,0.518757967,0.782500916,Nigeria
NGA_SCH_005625_ADM_2020,NGA_SCH_005625,2020/2021,,451,419,0.476021171,0.930718016,Nigeria
NGA_SCH_009488_ADM_2024,NGA_SCH_009488,2024/2025,1958,1411,1280,0.720841203,0.907798208,Nigeria
NGA_SCH_000200_ADM_2017,NGA_SCH_000200,2017/2018,540,390,303,0.723451501,0.779019421,Nigeria
NGA_SCH_006543_ADM_2023,NGA_SCH_006543,2023/2024,411,346,312,0.843030244,0.904383137,Nigeria
NGA_SCH_006801_ADM_2023,NGA_SCH_006801,2023/2024,446,184,136,0.41295365,0.743875604,Nigeria
NGA_SCH_008461_ADM_2024,NGA_SCH_008461,2024/2025,1513,665,,0.439886658,0.746999511,Nigeria
NGA_SCH_011306_ADM_2024,NGA_SCH_011306,2024/2025,1167,559,524,0.479144785,,Nigeria
NGA_SCH_010074_ADM_2023,NGA_SCH_010074,2023/2024,1201,687,566,0.572315997,0.824229367,Nigeria
NGA_SCH_005522_ADM_2016,NGA_SCH_005522,2016/2017,499,423,366,0.848770914,0.866728333,Nigeria
NGA_SCH_011010_ADM_2020,NGA_SCH_011010,2020/2021,1652,1525,1376,0.923600881,0.902410309,Nigeria
NGA_SCH_001757_ADM_2017,NGA_SCH_001757,2017/2018,1333,590,511,0.442851687,0.86666991,Nigeria
NGA_SCH_005789_ADM_2016,NGA_SCH_005789,2016/2017,1361,923,798,0.678547504,0.865068899,Nigeria
NGA_SCH_007722_ADM_2016,NGA_SCH_007722,2016/2017,89,80,74,0.902489889,0.935739106,Nigeria
NGA_SCH_001452_ADM_2016,NGA_SCH_001452,2016/2017,947,829,640,0.875942631,0.772857197,Nigeria
NGA_SCH_001880_ADM_2024,NGA_SCH_001880,2024/2025,461,370,324,0.802769872,0.876300838,Nigeria
NGA_SCH_006450_ADM_2022,NGA_SCH_006450,2022/2023,1173,636,554,0.542849164,0.872443044,Nigeria
NGA_SCH_004757_ADM_2022,NGA_SCH_004757,2022/2023,906,412,354,0.454973266,0.860818212,Nigeria
NGA_SCH_004984_ADM_2020,NGA_SCH_004984,2020/2021,1993,1100,800,0.552024671,0.727598386,Nigeria
NGA_SCH_007714_ADM_2016,NGA_SCH_007714,2016/2017,100,51,43,0.514533401,0.855041052,Nigeria
NGA_SCH_008510_ADM_2023,NGA_SCH_008510,2023/2024,1462,1363,992,0.932326551,0.728433004,Nigeria
NGA_SCH_004488_ADM_2023,NGA_SCH_004488,2023/2024,460,248,183,0.53986144,0.740297803,Nigeria
NGA_SCH_003598_ADM_2023,NGA_SCH_003598,2023/2024,1475,771,668,0.522735593,0.866548769,Nigeria
NGA_SCH_000443_ADM_2019,NGA_SCH_000443,2019/2020,908,409,331,0.450517685,0.811254671,Nigeria
NGA_SCH_009367_ADM_2023,NGA_SCH_009367,2023/2024,868,712,563,0.82137714,0.791746808,Nigeria
NGA_SCH_006905_ADM_2024,NGA_SCH_006905,2024/2025,1256,1132,1044,0.901462659,0.922666989,Nigeria
NGA_SCH_005727_ADM_2015,NGA_SCH_005727,2015/2016,1884,1521,1319,0.807346635,0.867540596,Nigeria
NGA_SCH_003280_ADM_2018,NGA_SCH_003280,2018/2019,1753,804,618,0.458719759,0.769224395,Nigeria
NGA_SCH_009833_ADM_2020,NGA_SCH_009833,2020/2021,1694,,1181,0.938966489,0.743257359,Nigeria
NGA_SCH_008474_ADM_2020,NGA_SCH_008474,2020/2021,1255,945,811,0.753322589,0.859168802,Nigeria
NGA_SCH_008920_ADM_2023,NGA_SCH_008920,2023/2024,1461,1188,869,0.813435411,0.731529868,Nigeria
NGA_SCH_000598_ADM_2022,NGA_SCH_000598,2022/2023,919,647,604,0.704537598,0.934507032,Nigeria
NGA_SCH_005631_ADM_2018,NGA_SCH_005631,2018/2019,1346,793,602,0.589543585,0.759509034,Nigeria
NGA_SCH_001294_ADM_2023,NGA_SCH_001294,2023/2024,330,192,147,0.583793862,0.765765669,Nigeria
NGA_SCH_000709_ADM_2022,NGA_SCH_000709,2022/2023,496,363,284,0.73233253,0.784791398,Nigeria
NGA_SCH_005267_ADM_2024,NGA_SCH_005267,2024/2025,1664,769,,0.462626702,0.817970912,
NGA_SCH_010562_ADM_2017,NGA_SCH_010562,2017/2018,1803,1204,1132,0.66827836,0.940758807,Nigeria
NGA_SCH_006756_ADM_2021,NGA_SCH_006756,2021/2022,1294,904,646,0.698883517,0.715032802,Nigeria
NGA_SCH_001784_ADM_2024,NGA_SCH_001784,2024/2025,522,277,253,0.531535469,0.916849618,Nigeria
NGA_SCH_003428_ADM_2020,NGA_SCH_003428,2020/2021,602,315,255,0.523427601,0.810382826,Nigeria
NGA_SCH_001111_ADM_2022,NGA_SCH_001111,2022/2023,1389,1119,1032,0.806085645,0.922547232,Nigeria
NGA_SCH_003186_ADM_2017,NGA_SCH_003186,2017/2018,1224,611,542,0.499672985,0.888421545,Nigeria
NGA_SCH_010763_ADM_2021,NGA_SCH_010763,2021/2022,1992,937,766,,0.817828492,Nigeria
NGA_SCH_001498_ADM_2019,NGA_SCH_001498,2019/2020,1189,933,763,0.784834265,0.81808409,Nigeria
NGA_SCH_005899_ADM_2021,NGA_SCH_005899,2021/2022,1873,1144,811,0.6109718,0.709393835,Nigeria
NGA_SCH_002049_ADM_2023,NGA_SCH_002049,2023/2024,249,142,118,0.571675523,0.833934221,Nigeria
NGA_SCH_010206_ADM_2023,NGA_SCH_010206,2023/2024,1176,525,433,0.446821614,0.825415447,Nigeria
NGA_SCH_001218_ADM_2022,NGA_SCH_001218,2022/2023,727,607,449,0.835152678,0.740179853,Nigeria
NGA_SCH_001607_ADM_2024,NGA_SCH_001607,2024/2025,1300,1124,1067,0.865270058,0.949741727,Nigeria
NGA_SCH_010498_ADM_2023,NGA_SCH_010498,2023/2024,114,68,64,0.600902111,0.942952297,Nigeria
NGA_SCH_005471_ADM_2020,NGA_SCH_005471,2020/2021,902,546,392,0.605599894,0.719253153,Nigeria
NGA_SCH_003711_ADM_2021,NGA_SCH_003711,2021/2022,1496,746,597,0.498855486,0.800655872,Nigeria
NGA_SCH_007902_ADM_2019,NGA_SCH_007902,2019/2020,1897,1081,843,0.570052242,0.780262046,Nigeria
NGA_SCH_005881_ADM_2023,NGA_SCH_005881,2023/2024,1613,929,779,0.576544199,0.838719782,Nigeria
NGA_SCH_000847_ADM_2018,NGA_SCH_000847,2018/2019,1475,1133,855,0.768278469,0.75507184,Nigeria
NGA_SCH_004426_ADM_2021,NGA_SCH_004426,2021/2022,133,82,77,0.619579326,0.943439454,Nigeria
NGA_SCH_009253_ADM_2019,NGA_SCH_009253,2019/2020,1316,604,492,0.45917295,0.815782579,Nigeria
NGA_SCH_000011_ADM_2021,NGA_SCH_000011,2021/2022,1459,842,768,0.57740292,0.912167449,Nigeria
NGA_SCH_000388_ADM_2018,NGA_SCH_000388,2018/2019,1160,624,563,0.538722724,0.902682616,Nigeria
NGA_SCH_000292_ADM_2022,NGA_SCH_000292,2022/2023,622,324,301,0.521240837,0.931322049,Nigeria
NGA_SCH_005825_ADM_2015,NGA_SCH_005825,2015/2016,1450,869,687,0.59954501,0.791587581,
NGA_SCH_009737_ADM_2016,NGA_SCH_009737,2016/2017,1154,,481,0.518255696,0.804918513,Nigeria
NGA_SCH_006734_ADM_2017,NGA_SCH_006734,2017/2018,971,853,678,0.879165375,0.79538886,Nigeria
NGA_SCH_004331_ADM_2016,NGA_SCH_004331,2016/2017,328,206,154,0.62929207,0.750153037,Nigeria
NGA_SCH_004960_ADM_2024,NGA_SCH_004960,2024/2025,1147,1061,829,0.925671383,0.782154824,Nigeria
NGA_SCH_009278_ADM_2022,NGA_SCH_009278,2022/2023,940,838,680,0.891795018,0.811920179,Nigeria
NGA_SCH_005222_ADM_2018,NGA_SCH_005222,2018/2019,1762,1418,1171,0.804917722,0.825913172,Nigeria
NGA_SCH_002282_ADM_2019,NGA_SCH_002282,2019/2020,1751,748,632,0.427483934,0.845736248,Nigeria
NGA_SCH_008078_ADM_2020,NGA_SCH_008078,2020/2021,1520,1032,866,0.679278465,0.839947414,Nigeria
NGA_SCH_000591_ADM_2022,NGA_SCH_000591,2022/2023,1196,765,656,0.639947874,0.858166563,Nigeria
NGA_SCH_003088_ADM_2018,NGA_SCH_003088,2018/2019,597,450,318,0.75503556,0.706769613,Nigeria
NGA_SCH_005113_ADM_2021,NGA_SCH_005113,2021/2022,,838,606,0.567248815,0.723531131,Nigeria
NGA_SCH_010340_ADM_2019,NGA_SCH_010340,2019/2020,199,,121,0.64501093,0.949292252,Nigeria
NGA_SCH_003375_ADM_2024,NGA_SCH_003375,2024/2025,796,453,355,0.569415238,0.785185394,Nigeria
NGA_SCH_004583_ADM_2017,NGA_SCH_004583,2017/2018,1091,621,474,0.570098195,0.763611173,Nigeria
NGA_SCH_007528_ADM_2021,NGA_SCH_007528,2021/2022,1880,1726,1242,0.918451326,0.719640394,Nigeria
NGA_SCH_004192_ADM_2018,NGA_SCH_004192,2018/2019,1878,865,662,0.460906504,0.765640401,Nigeria
NGA_SCH_005623_ADM_2018,NGA_SCH_005623,2018/2019,1542,1150,873,0.746369416,0.759586698,Nigeria
NGA_SCH_009755_ADM_2019,NGA_SCH_009755,2019/2020,1630,799,596,0.490610741,0.74631621,Nigeria
NGA_SCH_001544_ADM_2017,NGA_SCH_001544,2017/2018,818,707,671,0.86463742,0.949135068,Nigeria
NGA_SCH_008247_ADM_2021,NGA_SCH_008247,2021/2022,468,221,175,0.473444583,0.796061124,Nigeria
NGA_SCH_003479_ADM_2024,NGA_SCH_003479,2024/2025,630,582,417,0.923930489,0.717864492,Nigeria
NGA_SCH_008451_ADM_2017,NGA_SCH_008451,2017/2018,958,635,493,0.663020764,0.776799992,Nigeria
NGA_SCH_007058_ADM_2017,NGA_SCH_007058,2017/2018,1484,906,674,0.610695183,0.743965432,Nigeria
NGA_SCH_002243_ADM_2020,NGA_SCH_002243,2020/2021,1739,805,628,0.463073904,0.78035506,Nigeria
NGA_SCH_007746_ADM_2017,NGA_SCH_007746,2017/2018,1084,853,668,0.787518917,0.783436591,Nigeria
NGA_SCH_010448_ADM_2019,NGA_SCH_010448,2019/2020,932,502,377,0.539237803,0.752476325,Nigeria
NGA_SCH_008404_ADM_2018,NGA_SCH_008404,2018/2019,392,232,181,0.592602482,0.784006114,Nigeria
NGA_SCH_009848_ADM_2023,NGA_SCH_009848,2023/2024,595,501,453,0.843449971,0.904870973,Nigeria
NGA_SCH_011743_ADM_2016,NGA_SCH_011743,2016/2017,1370,828,739,0.604601164,0.892737496,Nigeria
NGA_SCH_004162_ADM_2024,NGA_SCH_004162,2024/2025,1866,1564,1363,0.838486518,0.871758134,Nigeria
NGA_SCH_007561_ADM_2021,NGA_SCH_007561,2021/2022,1375,862,745,0.627233385,0.865113806,Nigeria
NGA_SCH_010444_ADM_2015,NGA_SCH_010444,2015/2016,288,141,122,0.491463727,0.865670881,Nigeria
NGA_SCH_004926_ADM_2024,NGA_SCH_004926,2024/2025,1359,606,540,0.445926787,0.892537082,Nigeria
NGA_SCH_002298_ADM_2024,NGA_SCH_002298,2024/2025,140,116,105,0.832919637,0.909385274,Nigeria
NGA_SCH_010295_ADM_2020,NGA_SCH_010295,2020/2021,546,456,417,0.836400494,0.916293891,Nigeria
NGA_SCH_003195_ADM_2021,NGA_SCH_003195,2021/2022,1721,959,725,0.55748062,0.756174686,Nigeria
NGA_SCH_000345_ADM_2024,NGA_SCH_000345,2024/2025,1964,1703,1501,0.86746562,0.881547371,Nigeria
NGA_SCH_009589_ADM_2022,NGA_SCH_009589,2022/2023,405,363,291,0.898086841,0.803097616,Nigeria
NGA_SCH_002245_ADM_2024,NGA_SCH_002245,2024/2025,602,556,527,0.924420483,0.948671971,Nigeria
NGA_SCH_006445_ADM_2020,NGA_SCH_006445,2020/2021,96,85,64,0.886330748,0.753096492,Nigeria
NGA_SCH_008087_ADM_2023,NGA_SCH_008087,2023/2024,434,410,357,0.94524422,0.87283351,Nigeria
NGA_SCH_007043_ADM_2024,NGA_SCH_007043,2024/2025,1550,1205,1120,0.777458832,0.929572504,Nigeria
NGA_SCH_009766_ADM_2022,NGA_SCH_009766,2022/2023,112,88,68,0.787502662,,Nigeria
NGA_SCH_004088_ADM_2021,NGA_SCH_004088,2021/2022,1700,1199,992,0.705473061,0.828082914,Nigeria
NGA_SCH_002615_ADM_2022,NGA_SCH_002615,2022/2023,397,354,321,0.891971052,0.907365553,Nigeria
NGA_SCH_011483_ADM_2022,NGA_SCH_011483,2022/2023,758,452,,0.597609543,0.744699396,Nigeria
NGA_SCH_010577_ADM_2019,NGA_SCH_010577,2019/2020,1017,751,608,0.739429304,0.809976875,Nigeria
NGA_SCH_002305_ADM_2021,NGA_SCH_002305,2021/2022,110,51,37,0.466623216,0.726332974,Nigeria
NGA_SCH_007821_ADM_2020,NGA_SCH_007821,2020/2021,1819,1399,1234,0.769427115,0.882584214,Nigeria
