school_id,num_applications,num_accepted,num_enrolled,acceptance_rate,enrollment_rate,cal_year
NGA_SCH_001050,309.0,243.0,212.0,78.6,87.2,2020
NGA_SCH_003808,215.0,124.0,101.0,57.7,81.5,2020
NGA_SCH_006221,1847.0,1578.0,1351.0,85.4,85.6,2020
NGA_SCH_001056,1514.0,691.9029827954799,620.0,45.7,89.6,2020
NGA_SCH_009096,1378.0,804.0,756.0,58.3,94.0,2020
NGA_SCH_002243,1739.0,805.0,628.0,46.3,78.0,2020
NGA_SCH_010740,921.0,808.0,665.0,87.7,82.3,2020
NGA_SCH_006741,926.0,618.0,509.0,66.7,82.4,2020
NGA_SCH_002038,1070.0,647.0,463.0,60.5,71.6,2020
NGA_SCH_004941,1765.0,941.0,753.0,53.3,80.0,2020
NGA_SCH_005419,353.0,250.0,196.0,70.8,78.4,2020
NGA_SCH_002023,775.0,640.0,492.0,82.6,76.9,2020
NGA_SCH_007153,885.0,383.0,294.0,43.3,76.8,2020
NGA_SCH_005826,258.0,220.0,175.0,85.3,79.5,2020
NGA_SCH_004220,1840.0,1128.0,811.0,61.3,71.9,2020
NGA_SCH_003669,1227.0,970.0,776.0,79.1,80.0,2020
NGA_SCH_005806,1179.0,493.0,426.0,41.8,86.4,2020
NGA_SCH_003371,226.0,124.0,113.0,54.9,91.1,2020
NGA_SCH_000225,1066.0,877.0,627.0,82.3,71.5,2020
NGA_SCH_009840,1524.0,1361.0,1194.0,89.3,87.7,2020
NGA_SCH_000155,874.0,573.0,522.0,65.6,91.1,2020
NGA_SCH_001762,567.0,347.0,249.0,61.2,71.8,2020
NGA_SCH_001328,860.0,622.0,436.0,72.3,70.1,2020
NGA_SCH_006427,383.0,294.0,254.0,76.8,86.4,2020
NGA_SCH_002778,1029.4926440539436,309.0,275.0,30.0,89.0,2020
NGA_SCH_007994,376.0,316.0,281.0,84.0,88.9,2020
NGA_SCH_011694,1673.0,1385.0,1290.0,82.8,93.1,2020
NGA_SCH_008107,1875.0,807.0,571.0,43.0,70.8,2020
NGA_SCH_000830,261.0,158.0,138.0,60.5,87.3,2020
NGA_SCH_006356,1273.0,972.0,686.0,76.4,70.6,2020
NGA_SCH_005458,1912.0,831.0,714.0,43.5,85.9,2020
NGA_SCH_004889,968.0,891.0,752.0,92.0,84.4,2020
NGA_SCH_007589,256.0,142.0,114.0,55.5,80.3,2020
NGA_SCH_002210,1455.0,909.0,677.0,62.5,74.5,2020
NGA_SCH_009958,1105.0,691.9029827954799,702.0,62.6,101.5,2020
NGA_SCH_001787,376.0,167.0,151.0,44.4,90.4,2020
NGA_SCH_010822,1142.0,857.0,732.0,75.0,85.4,2020
NGA_SCH_009099,1556.0,636.0,483.0,40.9,75.9,2020
NGA_SCH_011473,1412.0,977.0,766.0,69.2,78.4,2020
NGA_SCH_009856,489.0,280.0,227.0,57.3,81.1,2020
NGA_SCH_001457,571.0,380.0,351.0,66.5,92.4,2020
NGA_SCH_000296,252.0,172.0,140.0,68.3,81.4,2020
NGA_SCH_003111,1068.0,988.0,926.0,92.5,93.7,2020
NGA_SCH_009333,1979.0,1088.0,985.0,55.0,90.5,2020
NGA_SCH_002495,111.0,88.0,68.0,79.3,77.3,2020
NGA_SCH_009738,191.0,79.0,66.0,41.4,83.5,2020
NGA_SCH_002594,720.0,355.0,320.0,49.3,90.1,2020
NGA_SCH_007665,743.0,483.0,339.0,65.0,70.2,2020
NGA_SCH_010567,1096.0,630.0,471.0,57.5,74.8,2020
NGA_SCH_008095,663.0,355.0,284.0,53.5,80.0,2020
NGA_SCH_005016,1186.0,659.0,480.0,55.6,72.8,2020
NGA_SCH_009226,645.0,302.0,275.0,46.8,91.1,2020
NGA_SCH_000995,1692.0,1558.0,1189.0,92.1,76.3,2020
NGA_SCH_008341,1029.4926440539436,709.0,593.0,68.9,83.6,2020
NGA_SCH_000613,1311.0,1169.0,909.0,89.2,77.8,2020
NGA_SCH_006683,1007.0,526.0,488.0,52.2,92.8,2020
NGA_SCH_006053,1885.0,817.0,577.0,43.3,70.6,2020
NGA_SCH_002083,874.0,732.0,687.0,83.8,93.9,2020
NGA_SCH_003877,539.0,328.0,272.0,60.9,82.9,2020
NGA_SCH_007702,1678.0,963.0,684.0,57.4,71.0,2020
NGA_SCH_000718,257.0,240.0,191.0,93.4,79.6,2020
NGA_SCH_011222,1503.0,1015.0,732.0,67.5,72.1,2020
NGA_SCH_008566,1417.0,806.0,636.0,56.9,78.9,2020
NGA_SCH_011365,1357.0,570.0,510.0,42.0,89.5,2020
NGA_SCH_005888,1553.0,1247.0,1164.0,80.3,93.3,2020
NGA_SCH_002227,1148.0,766.0,569.0,66.7,74.3,2020
NGA_SCH_003498,1096.0,615.0,539.0,56.1,87.6,2020
NGA_SCH_010711,1442.0,1047.0,734.0,72.6,70.1,2020
NGA_SCH_000840,101.0,80.0,62.0,79.2,77.5,2020
NGA_SCH_002451,191.0,178.0,151.0,93.2,84.8,2020
NGA_SCH_005381,550.0,436.0,409.0,79.3,93.8,2020
NGA_SCH_005286,1029.4926440539436,1103.0,969.0,107.1,87.9,2020
NGA_SCH_005366,1994.0,1684.0,1335.0,84.5,79.3,2020
NGA_SCH_001443,1154.0,885.0,821.0,76.7,92.8,2020
NGA_SCH_006560,1687.0,869.0,785.0,51.5,90.3,2020
NGA_SCH_009585,343.0,259.0,213.0,75.5,82.2,2020
NGA_SCH_011243,1268.0,811.0,573.0,64.0,70.7,2020
NGA_SCH_008371,1420.0,951.0,688.0,67.0,72.3,2020
NGA_SCH_000797,1382.0,1179.0,1039.0,85.3,88.1,2020
NGA_SCH_005595,140.0,116.0,97.0,82.9,83.6,2020
NGA_SCH_004440,643.0,353.0,263.0,54.9,74.5,2020
NGA_SCH_007645,967.0,878.0,721.0,90.8,82.1,2020
NGA_SCH_002876,1277.0,790.0,691.0,61.9,87.5,2020
NGA_SCH_000565,816.0,587.0,418.0,71.9,71.2,2020
NGA_SCH_004858,1115.0,579.0,543.0,51.9,93.8,2020
NGA_SCH_008333,173.0,162.0,118.0,93.6,72.8,2020
NGA_SCH_008413,713.0,334.0,250.0,46.8,74.9,2020
NGA_SCH_009356,1003.0,444.0,398.0,44.3,89.6,2020
NGA_SCH_000015,1253.0,759.0,650.0,60.6,85.6,2020
NGA_SCH_010679,218.0,158.0,131.0,72.5,82.9,2020
NGA_SCH_000134,264.0,134.0,107.0,50.8,79.9,2020
NGA_SCH_006030,1044.0,510.0,413.0,48.9,81.0,2020
NGA_SCH_003549,1769.0,1154.0,946.0,65.2,82.0,2020
NGA_SCH_005494,827.0,691.9029827954799,454.0,83.7,65.6,2020
NGA_SCH_010219,1981.0,802.0,625.0,40.5,77.9,2020
NGA_SCH_009500,1318.0,577.0,443.0,43.8,76.8,2020
NGA_SCH_002313,379.0,691.9029827954799,141.0,182.6,20.4,2020
NGA_SCH_001341,1906.0,1225.0,1148.0,64.3,93.7,2020
NGA_SCH_011007,236.0,115.0,100.0,48.7,87.0,2020
NGA_SCH_007343,1359.0,648.0,571.2093307527758,47.7,88.1,2020
NGA_SCH_006380,421.0,291.0,271.0,69.1,93.1,2020
NGA_SCH_007117,1081.0,590.0,435.0,54.6,73.7,2020
NGA_SCH_002550,122.0,61.0,51.0,50.0,83.6,2020
NGA_SCH_002938,258.0,118.0,86.0,45.7,72.9,2020
NGA_SCH_001373,857.0,591.0,528.0,69.0,89.3,2020
NGA_SCH_003469,1283.0,719.0,623.0,56.0,86.6,2020
NGA_SCH_000406,968.0,663.0,591.0,68.5,89.1,2020
NGA_SCH_001875,1561.0,1138.0,818.0,72.9,71.9,2020
NGA_SCH_000789,1642.0,1067.0,1009.0,65.0,94.6,2020
NGA_SCH_003440,1068.0,615.0,532.0,57.6,86.5,2020
NGA_SCH_000112,1261.0,605.0,530.0,48.0,87.6,2020
NGA_SCH_011416,1432.0,1176.0,1079.0,82.1,91.8,2020
NGA_SCH_011037,1579.0,961.0,797.0,60.9,82.9,2020
NGA_SCH_007018,1447.0,1059.0,922.0,73.2,87.1,2020
NGA_SCH_000432,1203.0,1108.0,794.0,92.1,71.7,2020
NGA_SCH_003102,1610.0,1443.0,1062.0,89.6,73.6,2020
NGA_SCH_010933,787.0,499.0,431.0,63.4,86.4,2020
NGA_SCH_000290,741.0,452.0,364.0,61.0,80.5,2020
NGA_SCH_006172,1487.0,981.0,878.0,66.0,89.5,2020
NGA_SCH_002613,793.0,735.0,534.0,92.7,72.7,2020
NGA_SCH_003639,1839.0,1424.0,1129.0,77.4,79.3,2020
NGA_SCH_002366,1619.0,1032.0,735.0,63.7,71.2,2020
NGA_SCH_003267,598.0,267.0,209.0,44.6,78.3,2020
NGA_SCH_001365,791.0,623.0,526.0,78.8,84.4,2020
NGA_SCH_009015,481.0,433.0,387.0,90.0,89.4,2020
NGA_SCH_004345,478.0,233.0,193.0,48.7,82.8,2020
NGA_SCH_007055,1054.0,898.0,639.0,85.2,71.2,2020
NGA_SCH_002168,1221.0,1018.0,909.0,83.4,89.3,2020
NGA_SCH_009414,1169.0,732.0,661.0,62.6,90.3,2020
NGA_SCH_002068,1837.0,691.9029827954799,1065.0,37.7,153.9,2020
NGA_SCH_006247,220.0,145.0,111.0,65.9,76.6,2020
NGA_SCH_001710,1642.0,994.0,746.0,60.5,75.1,2020
NGA_SCH_007540,140.0,691.9029827954799,101.0,494.2,14.6,2020
NGA_SCH_007683,395.0,258.0,244.0,65.3,94.6,2020
NGA_SCH_001468,590.0,322.0,290.0,54.6,90.1,2020
NGA_SCH_003932,1358.0,1278.0,986.0,94.1,77.2,2020
NGA_SCH_007567,1374.0,693.0,523.0,50.4,75.5,2020
NGA_SCH_002545,1151.0,488.0,423.0,42.4,86.7,2020
NGA_SCH_004796,329.0,196.0,166.0,59.6,84.7,2020
NGA_SCH_011201,1650.0,965.0,878.0,58.5,91.0,2020
NGA_SCH_010832,1836.0,1400.0,1058.0,76.3,75.6,2020
NGA_SCH_000633,1146.0,1013.0,862.0,88.4,85.1,2020
NGA_SCH_009433,1719.0,719.0,553.0,41.8,76.9,2020
NGA_SCH_000491,301.0,237.0,167.0,78.7,70.5,2020
NGA_SCH_007691,1603.0,1268.0,1059.0,79.1,83.5,2020
NGA_SCH_002174,1742.0,851.0,597.0,48.9,70.2,2020
NGA_SCH_000622,114.0,98.0,72.0,86.0,73.5,2020
NGA_SCH_006777,1652.0,746.0,626.0,45.2,83.9,2020
NGA_SCH_006019,1884.0,1040.0,741.0,55.2,71.2,2020
NGA_SCH_005117,635.0,366.0,264.0,57.6,72.1,2020
NGA_SCH_003230,884.0,805.0,574.0,91.1,71.3,2020
NGA_SCH_002712,1163.0,1041.0,808.0,89.5,77.6,2020
NGA_SCH_004443,1029.4926440539436,574.0,529.0,55.8,92.2,2020
NGA_SCH_000980,1110.0,906.0,820.0,81.6,90.5,2020
NGA_SCH_010317,1731.0,1386.0,1135.0,80.1,81.9,2020
NGA_SCH_004081,587.0,289.0,242.0,49.2,83.7,2020
NGA_SCH_007763,419.0,383.0,323.0,91.4,84.3,2020
NGA_SCH_010341,1977.0,1315.0,1105.0,66.5,84.0,2020
NGA_SCH_009340,1052.0,460.0,416.0,43.7,90.4,2020
NGA_SCH_005596,1776.0,987.0,712.0,55.6,72.1,2020
NGA_SCH_006489,351.0,307.0,265.0,87.5,86.3,2020
NGA_SCH_000051,1297.0,1118.0,892.0,86.2,79.8,2020
NGA_SCH_007677,1653.0,920.0,665.0,55.7,72.3,2020
NGA_SCH_011340,1242.0,1043.0,803.0,84.0,77.0,2020
NGA_SCH_009430,903.0,471.0,386.0,52.2,82.0,2020
NGA_SCH_002008,1373.0,597.0,538.0,43.5,90.1,2020
NGA_SCH_004009,654.0,426.0,392.0,65.1,92.0,2020
NGA_SCH_002357,878.0,603.0,534.0,68.7,88.6,2020
NGA_SCH_009614,869.0,492.0,389.0,56.6,79.1,2020
NGA_SCH_002417,361.0,218.0,153.0,60.4,70.2,2020
NGA_SCH_004018,718.0,539.0,408.0,75.1,75.7,2020
NGA_SCH_005388,585.0,513.0,571.2093307527758,87.7,111.3,2020
NGA_SCH_010280,1476.0,1181.0,1072.0,80.0,90.8,2020
NGA_SCH_007345,561.0,311.0,271.0,55.4,87.1,2020
NGA_SCH_008215,1419.0,1251.0,1181.0,88.2,94.4,2020
NGA_SCH_009255,1892.0,1263.0,951.0,66.8,75.3,2020
NGA_SCH_002566,1171.0,714.0,641.0,61.0,89.8,2020
NGA_SCH_003023,1236.0,1081.0,957.0,87.5,88.5,2020
NGA_SCH_003850,1661.0,681.0,548.0,41.0,80.5,2020
NGA_SCH_002512,124.0,61.0,47.0,49.2,77.0,2020
NGA_SCH_005456,634.0,583.0,571.2093307527758,92.0,98.0,2020
NGA_SCH_001020,155.0,120.0,104.0,77.4,86.7,2020
NGA_SCH_004077,1636.0,1063.0,975.0,65.0,91.7,2020
NGA_SCH_008622,1576.0,1175.0,1034.0,74.6,88.0,2020
NGA_SCH_001805,1263.0,991.0,924.0,78.5,93.2,2020
NGA_SCH_005135,404.0,227.0,183.0,56.2,80.6,2020
NGA_SCH_006089,1814.0,915.0,824.0,50.4,90.1,2020
NGA_SCH_007463,244.0,157.0,128.0,64.3,81.5,2020
NGA_SCH_010373,1299.0,1116.0,794.0,85.9,71.1,2020
NGA_SCH_010975,402.0,191.0,142.0,47.5,74.3,2020
NGA_SCH_002154,1535.0,1202.0,922.0,78.3,76.7,2020
NGA_SCH_009449,1747.0,1317.0,1162.0,75.4,88.2,2020
NGA_SCH_003562,1141.0,514.0,388.0,45.0,75.5,2020
NGA_SCH_009622,1812.0,974.0,917.0,53.8,94.1,2020
NGA_SCH_009403,1515.0,606.0,488.0,40.0,80.5,2020
NGA_SCH_001615,486.0,389.0,339.0,80.0,87.1,2020
NGA_SCH_003019,1303.0,1034.0,981.0,79.4,94.9,2020
NGA_SCH_008091,1488.0,944.0,776.0,63.4,82.2,2020
NGA_SCH_005309,338.0,233.0,179.0,68.9,76.8,2020
NGA_SCH_001481,1726.0,792.0,664.0,45.9,83.8,2020
NGA_SCH_011087,1810.0,915.0,798.0,50.6,87.2,2020
NGA_SCH_009839,1559.0,783.0,663.0,50.2,84.7,2020
NGA_SCH_010362,698.0,581.0,411.0,83.2,70.7,2020
NGA_SCH_007558,107.0,93.0,571.2093307527758,86.9,614.2,2020
NGA_SCH_009358,1627.0,1310.0,1170.0,80.5,89.3,2020
NGA_SCH_006577,1650.0,1374.0,1080.0,83.3,78.6,2020
NGA_SCH_003931,924.0,691.9029827954799,616.0,74.9,89.0,2020
NGA_SCH_010104,303.0,167.0,145.0,55.1,86.8,2020
NGA_SCH_010309,1828.0,1715.0,1367.0,93.8,79.7,2020
NGA_SCH_000346,203.0,185.0,153.0,91.1,82.7,2020
NGA_SCH_011112,119.0,77.0,58.0,64.7,75.3,2020
NGA_SCH_003115,1941.0,1217.0,1058.0,62.7,86.9,2020
NGA_SCH_001971,1528.0,756.0,699.0,49.5,92.5,2020
NGA_SCH_003474,1547.0,1324.0,1232.0,85.6,93.1,2020
NGA_SCH_003206,878.0,595.0,483.0,67.8,81.2,2020
NGA_SCH_008195,147.0,110.0,79.0,74.8,71.8,2020
NGA_SCH_001781,709.0,505.0,396.0,71.2,78.4,2020
NGA_SCH_002800,763.0,532.0,401.0,69.7,75.4,2020
NGA_SCH_008959,1000.0,619.0,569.0,61.9,91.9,2020
NGA_SCH_003701,1702.0,1217.0,901.0,71.5,74.0,2020
NGA_SCH_001714,316.0,270.0,235.0,85.4,87.0,2020
NGA_SCH_009798,173.0,108.0,80.0,62.4,74.1,2020
NGA_SCH_001350,1484.0,1257.0,1043.0,84.7,83.0,2020
NGA_SCH_002797,885.0,776.0,648.0,87.7,83.5,2020
NGA_SCH_006128,1044.0,654.0,517.0,62.6,79.1,2020
NGA_SCH_002298,1708.0,1512.0,1183.0,88.5,78.2,2020
NGA_SCH_006262,1152.0,706.0,576.0,61.3,81.6,2020
NGA_SCH_004244,618.0,421.0,300.0,68.1,71.3,2020
NGA_SCH_011372,244.0,111.0,89.0,45.5,80.2,2020
NGA_SCH_005163,334.0,163.0,119.0,48.8,73.0,2020
NGA_SCH_003325,262.0,226.0,186.0,86.3,82.3,2020
NGA_SCH_006616,1932.0,1047.0,847.0,54.2,80.9,2020
NGA_SCH_007176,672.0,327.0,571.2093307527758,48.7,174.7,2020
NGA_SCH_001872,267.0,183.0,136.0,68.5,74.3,2020
NGA_SCH_009588,1838.0,1561.0,1142.0,84.9,73.2,2020
NGA_SCH_001995,1279.0,798.0,727.0,62.4,91.1,2020
NGA_SCH_008213,1838.0,1149.0,941.0,62.5,81.9,2020
NGA_SCH_007320,1293.0,1227.0,876.0,94.9,71.4,2020
NGA_SCH_010217,1728.0,1237.0,962.0,71.6,77.8,2020
NGA_SCH_011279,1054.0,553.0,393.0,52.5,71.1,2020
NGA_SCH_001451,1285.0,739.0,640.0,57.5,86.6,2020
NGA_SCH_010425,1069.0,997.0,796.0,93.3,79.8,2020
NGA_SCH_001098,1506.0,744.0,663.0,49.4,89.1,2020
NGA_SCH_003846,892.0,685.0,595.0,76.8,86.9,2020
NGA_SCH_008155,979.0,588.0,417.0,60.1,70.9,2020
NGA_SCH_004358,917.0,816.0,665.0,89.0,81.5,2020
NGA_SCH_006287,1286.0,941.0,764.0,73.2,81.2,2020
NGA_SCH_005302,937.0,634.0,600.0,67.7,94.6,2020
NGA_SCH_010649,1660.0,1022.0,892.0,61.6,87.3,2020
NGA_SCH_011378,168.0,129.0,92.0,76.8,71.3,2020
NGA_SCH_003222,1266.0,1133.0,1075.0,89.5,94.9,2020
NGA_SCH_000856,1917.0,1228.0,1081.0,64.1,88.0,2020
NGA_SCH_007113,283.0,172.0,143.0,60.8,83.1,2020
NGA_SCH_004277,1195.0,915.0,725.0,76.6,79.2,2020
NGA_SCH_006999,1698.0,881.0,726.0,51.9,82.4,2020
NGA_SCH_010564,301.0,274.0,217.0,91.0,79.2,2020
NGA_SCH_003203,495.0,467.0,401.0,94.3,85.9,2020
NGA_SCH_011578,1988.0,1829.0,1591.0,92.0,87.0,2020
NGA_SCH_005520,1801.0,1030.0,943.0,57.2,91.6,2020
NGA_SCH_000220,117.0,92.0,86.0,78.6,93.5,2020
NGA_SCH_004317,989.0,700.0,571.2093307527758,70.8,81.6,2020
NGA_SCH_002614,884.0,446.0,314.0,50.5,70.4,2020
NGA_SCH_007456,115.0,105.0,84.0,91.3,80.0,2020
NGA_SCH_008963,200.0,133.0,103.0,66.5,77.4,2020
NGA_SCH_004609,312.0,284.0,199.0,91.0,70.1,2020
NGA_SCH_006662,155.0,104.0,86.0,67.1,82.7,2020
NGA_SCH_011153,1074.0,691.9029827954799,599.0,64.4,86.6,2020
NGA_SCH_006558,1029.4926440539436,908.0,809.0,88.2,89.1,2020
NGA_SCH_009707,1860.0,1548.0,1206.0,83.2,77.9,2020
NGA_SCH_001377,411.0,328.0,266.0,79.8,81.1,2020
NGA_SCH_010347,647.0,392.0,345.0,60.6,88.0,2020
NGA_SCH_007353,1402.0,927.0,687.0,66.1,74.1,2020
NGA_SCH_007582,1990.0,1008.0,849.0,50.7,84.2,2020
NGA_SCH_000898,511.0,447.0,350.0,87.5,78.3,2020
NGA_SCH_011436,323.0,299.0,212.0,92.6,70.9,2020
NGA_SCH_011381,1495.0,1313.0,1198.0,87.8,91.2,2020
NGA_SCH_008786,70.0,33.0,27.0,47.1,81.8,2020
NGA_SCH_001485,746.0,541.0,431.0,72.5,79.7,2020
NGA_SCH_009417,1873.0,954.0,888.0,50.9,93.1,2020
NGA_SCH_006284,1868.0,1325.0,986.0,70.9,74.4,2020
NGA_SCH_006113,356.0,267.0,251.0,75.0,94.0,2020
NGA_SCH_000934,861.0,476.0,386.0,55.3,81.1,2020
NGA_SCH_002808,1932.0,1639.0,1306.0,84.8,79.7,2020
NGA_SCH_011338,723.0,429.0,402.0,59.3,93.7,2020
NGA_SCH_010380,297.0,225.0,207.0,75.8,92.0,2020
NGA_SCH_010878,560.0,439.0,334.0,78.4,76.1,2020
NGA_SCH_000521,1582.0,657.0,605.0,41.5,92.1,2020
NGA_SCH_011482,648.0,279.0,201.0,43.1,72.0,2020
NGA_SCH_002254,1762.0,1381.0,1194.0,78.4,86.5,2020
NGA_SCH_002573,372.0,176.0,156.0,47.3,88.6,2020
NGA_SCH_006307,102.0,94.0,69.0,92.2,73.4,2020
NGA_SCH_003792,1269.0,941.0,823.0,74.2,87.5,2020
NGA_SCH_003867,405.0,214.0,152.0,52.8,71.0,2020
NGA_SCH_005564,1517.0,944.0,716.0,62.2,75.8,2020
NGA_SCH_001665,916.0,650.0,521.0,71.0,80.2,2020
NGA_SCH_002832,1335.0,895.0,814.0,67.0,90.9,2020
NGA_SCH_005899,948.0,606.0,469.0,63.9,77.4,2020
NGA_SCH_001285,56.0,44.0,41.0,78.6,93.2,2020
NGA_SCH_000398,795.0,326.0,295.0,41.0,90.5,2020
NGA_SCH_009083,1854.0,930.0,673.0,50.2,72.4,2020
NGA_SCH_005546,156.0,115.0,82.0,73.7,71.3,2020
NGA_SCH_002963,360.0,148.0,109.0,41.1,73.6,2020
NGA_SCH_001338,768.0,562.0,455.0,73.2,81.0,2020
NGA_SCH_007449,127.0,112.0,79.0,88.2,70.5,2020
NGA_SCH_008007,516.0,301.0,273.0,58.3,90.7,2020
NGA_SCH_005880,608.0,342.0,318.0,56.2,93.0,2020
NGA_SCH_006477,1792.0,1074.0,921.0,59.9,85.8,2020
NGA_SCH_006606,65.0,54.0,49.0,83.1,90.7,2020
NGA_SCH_007612,1226.0,601.0,566.0,49.0,94.2,2020
NGA_SCH_006271,1288.0,753.0,672.0,58.5,89.2,2020
NGA_SCH_004515,183.0,137.0,115.0,74.9,83.9,2020
NGA_SCH_008045,874.0,678.0,598.0,77.6,88.2,2020
NGA_SCH_006487,1207.0,573.0,407.0,47.5,71.0,2020
NGA_SCH_001145,516.0,467.0,395.0,90.5,84.6,2020
NGA_SCH_008452,1091.0,535.0,477.0,49.0,89.2,2020
NGA_SCH_006510,1390.0,679.0,626.0,48.8,92.2,2020
NGA_SCH_005113,1471.0,1205.0,954.0,81.9,79.2,2020
NGA_SCH_002996,1779.0,1100.0,987.0,61.8,89.7,2020
NGA_SCH_003499,1309.0,525.0,448.0,40.1,85.3,2020
NGA_SCH_005132,217.0,127.0,92.0,58.5,72.4,2020
NGA_SCH_005448,549.0,409.0,297.0,74.5,72.6,2020
NGA_SCH_008739,1409.0,1158.0,931.0,82.2,80.4,2020
NGA_SCH_003716,869.0,497.0,386.0,57.2,77.7,2020
NGA_SCH_011250,415.0,382.0,362.0,92.0,94.8,2020
NGA_SCH_008470,187.0,124.0,96.0,66.3,77.4,2020
NGA_SCH_002763,1780.0,1426.0,1185.0,80.1,83.1,2020
NGA_SCH_003506,628.0,414.0,316.0,65.9,76.3,2020
NGA_SCH_006825,1792.0,1321.0,1099.0,73.7,83.2,2020
NGA_SCH_000011,1736.0,828.0,686.0,47.7,82.9,2020
NGA_SCH_004807,1457.0,880.0,654.0,60.4,74.3,2020
NGA_SCH_001416,170.0,115.0,101.0,67.6,87.8,2020
NGA_SCH_005519,1477.0,1007.0,930.0,68.2,92.4,2020
NGA_SCH_007872,1765.0,691.9029827954799,1108.0,39.2,160.1,2020
NGA_SCH_009943,457.0,300.0,571.2093307527758,65.6,190.4,2020
NGA_SCH_002967,1164.0,580.0,529.0,49.8,91.2,2020
NGA_SCH_010385,1117.0,605.0,517.0,54.2,85.5,2020
NGA_SCH_001458,52.0,32.0,29.0,61.5,90.6,2020
NGA_SCH_000182,385.0,226.0,185.0,58.7,81.9,2020
NGA_SCH_004711,1525.0,849.0,753.0,55.7,88.7,2020
NGA_SCH_004613,1479.0,605.0,471.0,40.9,77.9,2020
NGA_SCH_002758,1449.0,725.0,588.0,50.0,81.1,2020
NGA_SCH_007229,284.0,173.0,128.0,60.9,74.0,2020
NGA_SCH_010489,864.0,421.0,377.0,48.7,89.5,2020
NGA_SCH_003987,1357.0,1244.0,892.0,91.7,71.7,2020
NGA_SCH_004953,556.0,355.0,336.0,63.8,94.6,2020
NGA_SCH_005866,1134.0,600.0,430.0,52.9,71.7,2020
NGA_SCH_007410,1987.0,1430.0,1173.0,72.0,82.0,2020
NGA_SCH_001680,995.0,543.0,388.0,54.6,71.5,2020
NGA_SCH_004705,1971.0,1237.0,934.0,62.8,75.5,2020
NGA_SCH_004143,1254.0,676.0,526.0,53.9,77.8,2020
NGA_SCH_008564,187.0,142.0,126.0,75.9,88.7,2020
NGA_SCH_001446,1045.0,589.0,432.0,56.4,73.3,2020
NGA_SCH_011321,116.0,78.0,65.0,67.2,83.3,2020
NGA_SCH_001124,1254.0,892.0,664.0,71.1,74.4,2020
NGA_SCH_004508,1095.0,880.0,732.0,80.4,83.2,2020
NGA_SCH_000135,71.0,34.0,28.0,47.9,82.4,2020
NGA_SCH_008815,730.0,678.0,494.0,92.9,72.9,2020
NGA_SCH_002387,210.0,96.0,75.0,45.7,78.1,2020
NGA_SCH_008063,680.0,328.0,240.0,48.2,73.2,2020
NGA_SCH_001735,1611.0,934.0,751.0,58.0,80.4,2020
NGA_SCH_008441,1001.0,542.0,486.0,54.1,89.7,2020
NGA_SCH_004784,137.0,58.0,42.0,42.3,72.4,2020
NGA_SCH_008980,50.0,33.0,29.0,66.0,87.9,2020
NGA_SCH_003577,1144.0,561.0,427.0,49.0,76.1,2020
NGA_SCH_000696,1476.0,1352.0,1090.0,91.6,80.6,2020
NGA_SCH_008921,639.0,311.0,237.0,48.7,76.2,2020
NGA_SCH_003803,472.0,193.0,174.0,40.9,90.2,2020
NGA_SCH_001163,458.0,390.0,348.0,85.2,89.2,2020
NGA_SCH_006901,491.0,442.0,319.0,90.0,72.2,2020
NGA_SCH_007789,811.0,690.0,597.0,85.1,86.5,2020
NGA_SCH_007865,1905.0,1061.0,753.0,55.7,71.0,2020
NGA_SCH_002791,1728.0,1526.0,1217.0,88.3,79.8,2020
NGA_SCH_009120,276.0,114.0,83.0,41.3,72.8,2020
NGA_SCH_006546,1392.0,691.9029827954799,521.0,49.7,75.3,2020
NGA_SCH_006000,958.0,892.0,631.0,93.1,70.7,2020
NGA_SCH_000105,56.0,26.0,23.0,46.4,88.5,2020
NGA_SCH_011199,1039.0,724.0,562.0,69.7,77.6,2020
NGA_SCH_001612,1607.0,679.0,552.0,42.3,81.3,2020
NGA_SCH_011539,302.0,172.0,146.0,57.0,84.9,2020
NGA_SCH_004139,145.0,64.0,56.0,44.1,87.5,2020
NGA_SCH_006359,1109.0,1004.0,853.0,90.5,85.0,2020
NGA_SCH_000306,1349.0,974.0,825.0,72.2,84.7,2020
NGA_SCH_004758,1796.0,1091.0,923.0,60.7,84.6,2020
NGA_SCH_004856,1972.0,983.0,741.0,49.8,75.4,2020
NGA_SCH_000758,1274.0,624.0,443.0,49.0,71.0,2020
NGA_SCH_007798,1740.0,1103.0,909.0,63.4,82.4,2020
NGA_SCH_001483,975.0,724.0,601.0,74.3,83.0,2020
NGA_SCH_006197,1053.0,739.0,581.0,70.2,78.6,2020
NGA_SCH_003204,1359.0,1155.0,970.0,85.0,84.0,2020
NGA_SCH_007796,1064.0,894.0,742.0,84.0,83.0,2020
NGA_SCH_010941,1939.0,957.0,673.0,49.4,70.3,2020
NGA_SCH_002128,1443.0,1346.0,1000.0,93.3,74.3,2020
NGA_SCH_009363,1354.0,787.0,556.0,58.1,70.6,2020
NGA_SCH_000308,1185.0,599.0,447.0,50.5,74.6,2021
NGA_SCH_008681,342.0,161.0,117.0,47.1,72.7,2021
NGA_SCH_009464,1084.0,640.0,514.0,59.0,80.3,2021
NGA_SCH_000909,533.0,293.0,224.0,55.0,76.5,2021
